question,answer,doctor,link
입안벌려지고 볼쪽과 턱에 멍이든 느낌이 있습니다.그리고 입을 벌리려할때 턱쪽에 고통이 너무 심한데 어떤 병원을 가야하나요? 지금입이 거의 안벌어지는상태로 수저사용도 불가능합니다....입이 원래 잘벌어졌었고 안면비대칭 없습니다.치과 정형외과 어디를 가야할까요??? 혹시 무슨 증상이신지 아신다면 가르쳐주세요..,['안녕하세요. 하이닥-네이버 지식iN 상담의 한재병 입니다.구강악안면외과 진료가 가장 좋을듯합니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=444457773&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=227&search_sort=0&spq=0
"2주 정도 전부터 얼굴 왼쪽 (코옆부분-입술 옆,윗부분) 이 저릿하면서 떨림증상이 가끔 있었는데최근들어 횟수가 잦아지고 저릿,꿈틀,욱신? 하는 느낌이 강해지고 있습니다.제 느낌으론 콧볼옆부분이 찡그려지고 왼쪽입술이 위로 올라가는 것 같은데 아직 육안으로 티나는 상황은 아닙니다.검색해보니 마그네슘부족이나 구안와사 혹은 뇌졸증 초기증상일수있다고 나오네요..다른특이증상은이틀 전부터 오른쪽 하완근이 뻐근-?저릿하면서 일할때 팔이 조금 아프네- 하고 느꼈는데(검지로 물검을 힘줘서 누르는 행동시)다음날 아예 손에가락 힘을 줄 수없는 상황이라 일에 지장이 있고 당황스러웠어요.(물건을 들거나 손가락을 사용하는건 지장없습니다)오래 서있는 직업이라 다리저림,통증,근육뭉침은 종종발생했는데 늘 일이라서 크게 생각하지못한거같아요.일주일 전부터 팔뚝부터 몸이 아픈 몸살기운도 있어서코로나나 감기몸살을 생각해봤지만열,기침,가래,목아픔은 전혀 없어서 코로나나 감기는 아닌것같습니다.최근 기운이 없고 머리가 지끈거리는 두통도 생겼는데 그냥 스트레스나 더위때문인줄 알았었어요.몸이 피곤하니까 일하는 시간 제외하고집에선 하루반나절 잠만자는거같아요병원에 방문하고싶은데 신경외과,한의원,정형외과 중어느쪽으로 가야할지 잘 모르겠어요.조언부탁드려요",['안녕하세요. 하이닥-네이버 지식iN 상담의 박종원 입니다.신경과에서 주로 보는 증상입니다.척추 주변의 경직과연관된 자율신경의 기능이상을 의심하고자율신경과 함께 다른 체성신경도 물리적으로압박되었을 수 있습니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70108&docId=474474203&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=232&search_sort=0&spq=0
"평소에도 종기가 잘 나는 편이에요주로 겨드랑이, 엉덩이, 사타구니(Y존)에 종기가 많이나요,샤워도 매일하는데이유를 모르겠어요.고름이 여물어?가면 커져서 아픈데 털때문에 밴드를 붙이기도 곤란하고 일상생활을 하다가 터지면 속옷에 들러붙고 떨어지면서 아프로 상처가 아물지 않아요.처음에는 멍처럼 아프면서 고름 주위가 딱딱해지면서 붓다가 시간이 지나면 중앙부분이 좀 얇아지면서 부풀어요. 이때 너무 아픈데 억지로 터뜨리려고하면 진짜 너무 아프지만 풍선처럼 부풀다가 터지긴 하더라구요 터지면 고름이 나오고 안에 연해진 살?들이 상처 밖으로 좀 튀어나오는데 앞서 말했다시피 털때문에 밴드를 붙일수가 없구요.. 하나씩만 나면 좋겠는데 한번에 3개씩 나니까 미칠 지경이에요유전적인 이유가 있을까요? 엄마도 젊었을적에 저처럼 종기가 자주난다고 했어요.병원이라도 가보고 싶은데 제일 많이 나는곳이 사타구니라서  피부과를 가야하는지 여성의학과를 가야하는지 모르겠어요. 이정도는 약국에서 약먹는 걸로 해결되는건가요?",['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 홍인표 입니다.너무 힘드시겠네요화농성 한선염의 가능성도 있으니  피부과 진료 받아보셔요'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70117&docId=478216223&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=237&search_sort=0&spq=0
구미 20대 초반/남 턱비대칭제가 턱비대칭이 있는데 방치하게 되면나중에 안면비대칭도 심해진다고 하더라구요!그래서 턱비대칭 교정을 병원에 가서 받고싶은데 보통 어떤 치료를 받게 되나요?치아교정 비슷하게 기구를 사용하는건지?아니면 물리치료를 받는건지요?,"['#병원 위치|진료 예약|병원 홈페이지|문의 전화안녕하세요, 닥톡-네이버 지식iN 상담한의사 박희연입니다.턱비대칭을 치료하는 방법은 각 의료기관마다 상이할 수가 있는데요!...과 같이 턱비대칭을 교정치료하는 한의원에서는 일반 병원처럼 물리치료 위주의 치료는 아니지만 턱비대칭은 턱이 한 쪽으로 틀어져 변위되어 나타나는 결과물이기 때문에 이런 변위된 턱뼈를 원래대로 되돌리는 치료 위주의 방식으로 진행됩니다.얼굴에 보통 비대칭이 있으신 분들중에서 특히 턱비대칭은 사람마다 틀어진 정도와 양상이 각기 다른데 이렇게 헤드포지션이 약하게 또는 심하게 변위되었다면 헤드포지션을 바르게 교정시켜 비슷하게 맞춰줄 수가 있습니다.선천적으로 양쪽 턱의 크기나 길이가 다른 부분이 아닌 후천적으로 변위되어 한 쪽이 더 커보이는 경우라면 보통은 턱의 회전이 가장 주된 원인이 되어 변위된 쪽으로 근육도 더 크게 발달되고 그 쪽으로 얼굴도 붓고 군살도 더 붙으면서 연부조직까지 커지니 턱이 점점 더 커지는 느낌이 들 수 밖에 없습니다.결론적으로 이러한 양상의 턱 비대칭은 헤드포지션, 턱관절과 턱 위치를 정확히 진단하고 교정해주어야 하고 근육과 지방 등연부조직의 불균형도 개선 시켜야만 눈에 띄는 개선 효과를 보실 수 있습니다.감사합니다.']",한의사,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70307&docId=476081871&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=239&search_sort=0&spq=0
제가 발톱을 깍다가 삐끗해서 발가락에 상처가 났습니다. 그냥 피나고 마는줄 알았는디 진물도 나고 붓고 걸을때마다 아픈데다 저렇게 살이 뽈록 튀어나왔습니다. 이번 주말에 병원이 가보려는데 피부과나 정형외과 같은곳으로 가야하나요??,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 예동희 입니다.네 둘중에 한 곳 가시면 됩니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70106&docId=453145257&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=241&search_sort=0&spq=0
월요일부터  물을 마셔도 마셔도 갈증이 해소되질 않습니다어제는 과장안하고 물 4리터 이상을 마셔도 갈증이 나더군요병원을 가봐야할거같은데 어딜 가야하나요?당뇨 초기증상은 한개도 없어서 당뇨는 아닌거같긴한데..,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 김철수 입니다.내분비내과를 가싴 바랍니다'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=7010106&docId=462962814&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=246&search_sort=0&spq=0
3일전에 자고 일어났는데 우측 날개쭉지 밑쪽 통증이있습니다.소화도 잘 안되는것처럼 숨도 크게 잘 안 쉬어지구요그래서 숨을 크게 쉬려고 하면 등통증도 오구요3일째 지속중이라 내일 병원을 가보려는데 어떤병원을 가야할까요 단순 근육통 같지가 않아서두렵기까지 하네요답변 부탁드립니다.,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 윤영수 입니다. 일단 내과에서 소화기 장애 없는지 부터 확인 하시고 이상 없다면 신경외과 진료 받고 혹시 목 이상 여부 판단 받아 보시기 바랍니다.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70107&docId=438403154&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=249&search_sort=0&spq=0
"5/5일 계단에서 굴러 허벅지를 찍히며 크게 피멍이 들었습니다.단순 멍든것으로 보여 일주일간 방치했는데 더 커지며 부은듯해서 정형외과 방문 검사 진행 했습니다.엑스레이에는 이상소견은 없고, 냉찜질과 염증약 복용하며 일주일 후에 검사 진행 하기로 했습니다.삼일밖에 지니지 않았는데 허벅지 멍이 무릎까지 번지는 듯 하며, 멍 시작 부위는 물이 찬듯 말랑말랑하고 통증은 계속 있는 상황입니다.병원을 바로 방문해야할지 가야한다면 어느 병원을 가야하는지 궁금합니다. 정형외과, 외과, 피부과 등.. 너무 걱정되어 질문 드립니다...",['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 이세라 입니다.혈종이 고여  있을 가능성이 높습니다. 외과나 정형외과를 방문하세요.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=469624022&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=250&search_sort=0&spq=0
발치교정 후에 입술이 잘다물어지지 않습니다.편하게 있으면 저렇게 됩니다. 윗입술이 말려들어가면서 짧아졌을뿐더러 윗입술에 다무려는 힘도 잘안들어갑니다.윗입술이 짧아져 움직일 수 있은 윗입술이 적다보니 웃는것도 힘들고 입술끼리 입을 다물려고하면 아랫입술을 올려서 다물려다보니 윗치아에 걸리고 불편감이 이루말할 수 없이 불편합니다.특히 잠잘때 똑바로 누워있으면 입을 다무는게 너무 불편해서 숨을 쉬는것도 힘드네요불편감으로 감정표현 및 집중력에도 에로사항을 겪고있습니다.대학병원 예약을 하려하니 어느과 어느 분야에 예약을 해야할지 모르겠습니다.,['안녕하세요. 대한의사협회·네이버 지식iN 상담의사 정현화 입니다.구강외과 진료 받아 보세요.진찰 받아 보세요.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70103&docId=464087999&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=252&search_sort=0&spq=0
"오른쪽 눈 안와 주변부가 눌리고 당기는 느낌이 있고, 오른쪽 눈도 왼쪽 눈보다 무겁고 눌리는 느낌이 있으며, 눈도 잘 떠지지 않는 느낌입니다. 안압의 문젠가 했지만 가본 안과들마다 안압에는 문제가 없고 눈은 정상이라고 말하더라고요. 거기에 의사분들은 오른쪽 눈이 왼쪽 눈보다 덜 떠진것도 잘 모르겠다고 하셨어요. 저는 오른쪽 눈이 너무 불편한데요...안과외에 다른 병원을 가봐야할 것 같은데 이런 증상에서 어떤 병원을 가야 유의한 진료를 받을 수 있을까요?평소에 편두통도 약간 있으며 비염도 약간 있는데, 신경과와 이비인후과를 모두 가봐야하는걸까요....",['안녕하세요. 하이닥-네이버 지식iN 상담의 최민규 입니다.말씀하신대로 신경과 진료를 보시는 것이 도움이 될 수도 있겠네요.'],전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70112&docId=442967967&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=254&search_sort=0&spq=0
"최근에 술을 마셨는데 증상이 이상해서 질문해봅니다,,그냥 어느때처럼 평소 주량대로 술을 마시고 집에 와서 잠들었는데 새벽에 몸이 너무 간지러워서 벅벅 긁으며 잠에 깼어요 목부터 발까지 너무 간지러웠고 몸이 너무 더웠습니다 허리, 다리에는 두드러기? 반점?처럼 올라왔는데 장판을 틀고 자서 더워서 그런가 싶어 술과 잠에 취해 다시 긁으며 잤습니다,,그러고 아침에 일어났더니 뭔가 얼굴 쪽에서 알코올이 쏠린 느낌이 들고 얼굴이 부은 느낌이 들어 거울을 봤는데 진짜 무슨 성형 받은 사람? 시술 부작용 일어난 사람처럼 얼굴과 목이 땡땡 부어서 놀랐어요 입술은 필러 맞은 사람처럼 부었구요 얼굴이 이렇게까지 부은 적은 처음이어서 많이놀라 사진까지 찍어두었는데 지금봐도 제 얼굴이 아닌 것 같아요..실은 이게 2달 전에 있던 일인데 지인들 만나 얘기해보니 다들 병원을 가라는데 내과를 가야할까요..? 인터넷 검색해봐도 저같은 증상을 겪은 사람이 잘 없어 궁금하네요ㅜㅜ","['안녕하세요. 하이닥-네이버 지식iN 상담의 김경남 입니다.#요약1. 두드러기나 혈관부종인지 확인이 필요합니다.2. 내과부터 가보세요두드러기는 피부나 점막에 존재하는 혈관의 투과성이 증가되면서일시적으로 혈장 성분이 조직 내에 축적되어 피부가 붉거나 흰색으로 부풀어 오르고심한 가려움증이 동반되는 피부질환인데,곤충 자상, 음식물 알레르기, 약물, 감염, 기계적·물리적 자극 등의여러 가지 원인과 기전에 의해 발생하는데, 대부분 원인을 모르는 경우가 더 많을겁니다.알레르기 유발 원인 물질을 추측하기 어렵거나다수의 알레르기 유발 원인물질에 감작 되어있을 가능성이 있는 경우,한 번의 혈액 채취로호흡기, 아토피, 음식물에 관한 알레르기 항원을 검사할 수 있기 때문에알레르기 검사 MAST 검사가 유용할 수는 있으나,MAST 검사에서도 특정 음식이 원인으로 나오지 않는 경우도 있습니다.건승하세요.']",전문의,https://kin.naver.com/qna/detail.naver?d1id=7&dirId=70122&docId=470188955&qb=7Ja065akIOuzkeybkA==&enc=utf8&section=kin.qna&rank=256&search_sort=0&spq=0
